ancho_cm,largo_m,peso_g_m2,proveedor,cubre_cierre,talla_prenda,prendas_totales
150,66.0,200,B,1,2,110
120,21.4,280,B,0,2,49
140,81.3,160,B,0,2,119
120,55.2,160,B,0,2,91
150,72.8,200,B,0,2,116
140,75.2,200,B,0,2,108
120,115.7,90,B,0,2,130
140,92.5,130,B,1,2,123
120,34.2,160,B,1,2,80
150,111.1,130,B,0,2,139
140,100.8,320,B,0,2,134
140,32.2,200,B,0,2,68
150,115.7,240,B,0,2,145
150,74.3,130,B,0,2,125
150,113.7,200,B,0,2,149
140,149.4,240,B,0,2,181
140,25.6,240,B,0,2,70
120,102.4,130,B,0,2,130
140,94.6,130,B,0,2,125
150,40.5,240,B,0,2,81
150,108.4,160,B,0,2,145
120,122.3,160,B,0,2,143
120,95.7,130,B,1,2,115
140,133.5,240,B,0,2,161
120,104.9,130,B,0,2,140
160,119.8,130,B,0,2,147
140,102.1,280,B,1,2,140
120,120.2,110,B,0,2,146
150,77.8,160,B,0,2,115
140,67.5,110,B,1,2,118
140,132.9,240,B,0,2,155
140,116.2,160,B,0,2,148
160,35.6,200,B,0,2,77
120,78.5,160,B,1,2,118
120,54.2,240,B,0,2,82
140,142.0,160,B,1,2,173
140,71.4,160,B,0,2,111
120,66.2,130,B,0,2,96
140,84.7,200,B,0,2,121
140,75.2,90,B,0,2,105
120,43.6,130,B,0,2,75
150,132.0,160,B,1,2,166
140,139.8,110,B,0,2,161
120,145.5,160,B,1,2,169
140,143.3,240,B,0,2,159
120,106.5,160,B,0,2,132
120,90.6,110,B,0,2,111
140,147.5,280,B,1,2,164
140,108.2,130,B,1,2,147
150,146.6,130,B,1,2,169
150,47.6,160,B,0,2,90
150,45.5,130,B,0,2,85
140,88.9,200,B,0,2,109
140,121.5,200,B,1,2,157
150,100.0,240,B,0,2,134
150,90.7,110,B,0,2,125
160,81.9,130,B,1,2,128
150,115.8,160,B,0,2,142
120,73.3,90,B,0,2,106
120,149.2,160,B,1,2,167
140,126.5,200,B,0,2,154
120,91.1,130,B,1,2,128
150,147.6,200,B,0,2,169
140,109.9,110,B,0,2,141
150,129.4,90,B,0,2,163
140,21.3,130,B,0,2,68
150,69.1,240,B,1,2,117
120,95.2,130,B,0,2,123
150,145.3,240,B,0,2,178
120,93.8,90,B,1,2,129
120,96.2,110,B,0,2,129
150,74.2,240,B,1,2,122
120,51.4,240,B,0,2,75
160,76.7,200,B,0,2,117
150,105.3,130,B,1,2,139
150,94.7,110,B,0,2,134
120,129.5,160,B,0,2,146
120,108.2,200,B,0,2,129
120,31.0,160,B,1,2,67
120,134.8,280,B,0,2,158
150,53.7,160,B,0,2,98
140,68.5,110,B,1,2,116
150,113.2,200,B,0,2,154
120,51.3,240,B,0,2,77
140,127.3,160,B,0,2,164
150,121.3,160,B,1,2,161
120,112.6,160,B,1,2,139
150,129.2,110,B,1,2,169
150,43.3,90,B,0,2,70
120,133.4,160,B,1,2,161
140,65.9,160,B,0,2,105
140,28.8,160,B,0,2,86
150,130.4,240,B,0,2,159
150,70.2,200,B,1,2,114
140,30.4,160,B,1,2,84
150,68.5,130,B,0,2,109
150,131.0,240,B,0,2,167
140,123.2,130,B,0,2,161
140,21.8,110,B,1,2,67
150,122.3,160,B,1,2,156
140,22.3,200,B,1,2,66
150,41.6,200,B,0,2,94
150,96.5,200,B,0,2,131
140,33.0,280,B,1,2,65
140,145.6,200,B,0,2,182
120,143.9,280,B,0,2,161
150,30.0,130,B,0,2,75
150,70.6,160,B,1,2,113
140,122.1,160,B,1,2,149
120,85.6,90,B,0,2,120
120,62.9,240,B,0,2,91
140,43.2,130,B,0,2,92
160,138.1,160,B,0,2,165
150,39.6,130,B,1,2,94
150,108.4,320,B,0,2,144
150,121.8,240,B,1,2,162
140,146.3,130,B,0,2,180
140,97.8,200,B,1,2,143
150,56.3,240,B,1,2,97
120,26.8,130,B,0,2,57
140,31.1,130,B,1,2,86
140,149.9,200,B,0,2,181
160,141.2,90,B,0,2,177
140,137.9,200,B,0,2,154
150,27.9,240,B,0,2,63
140,145.0,160,B,0,2,178
150,52.2,160,B,1,2,93
120,26.6,160,B,0,2,60
150,33.8,160,B,1,2,85
160,141.0,160,B,0,2,172
140,58.3,200,B,0,2,90
120,93.7,160,B,0,2,123
140,38.1,130,B,0,2,80
140,53.0,240,B,0,2,84
120,148.3,110,B,0,2,166
150,68.9,130,B,0,2,116
150,56.0,200,B,0,2,91
120,127.4,160,B,0,2,149
150,125.7,160,B,1,2,164
150,113.3,130,B,1,2,150
140,80.6,130,B,0,2,126
140,46.5,90,B,1,2,87
150,52.4,110,B,1,2,102
140,150.0,130,B,0,2,183
140,84.8,130,B,1,2,121
150,24.5,160,B,1,2,72
150,104.7,160,B,0,2,138
120,122.8,160,B,1,2,150
120,106.6,160,B,0,2,133
140,29.7,200,B,1,2,60
150,96.8,130,B,0,2,126
150,82.6,160,B,0,2,118
120,132.2,160,B,0,2,151
140,57.7,130,B,0,2,97
140,25.1,130,B,0,2,75
150,123.0,240,B,0,2,154
120,123.3,130,B,0,2,150
140,136.0,160,B,0,2,172
120,48.9,110,B,1,2,87
140,103.8,110,B,0,2,137
150,111.5,160,B,0,2,146
120,46.8,130,B,1,2,83
120,85.2,90,B,1,2,109
150,74.1,200,B,0,2,117
140,100.6,280,B,1,2,139
140,97.2,200,B,0,2,128
120,56.9,160,B,0,2,91
140,48.8,130,B,0,2,86
120,77.6,130,B,0,2,108
140,34.8,240,B,0,2,71
120,130.4,160,B,0,2,146
140,96.3,130,B,0,2,130
150,148.0,200,B,0,2,165
150,136.8,160,B,0,2,171
140,146.6,200,B,0,2,174
140,83.2,90,B,0,2,116
150,56.2,110,B,0,2,104
160,60.4,130,B,0,2,111
120,91.0,90,B,0,2,117
140,143.2,160,B,0,2,166
140,131.5,240,B,0,2,153
120,100.0,200,B,0,2,129
140,56.6,160,B,0,2,95
160,93.4,130,B,1,2,144
150,82.7,110,B,1,2,120
150,52.0,240,B,0,2,94
160,25.7,280,B,1,2,75
120,25.0,160,B,0,2,56
120,48.9,240,B,1,2,74
160,54.2,240,B,0,2,89
160,112.1,240,B,0,2,150
150,29.7,160,B,0,2,73
160,110.3,90,B,0,2,150
150,138.9,160,B,0,2,170
150,73.3,240,B,0,2,115
120,62.3,160,B,0,2,100
120,47.1,130,B,1,2,81
140,102.0,90,B,0,2,134
140,148.2,200,B,0,2,178
150,82.5,160,B,0,2,117
140,48.5,130,B,0,2,89
160,66.0,130,B,0,2,112
140,26.9,130,B,0,2,68
150,115.2,160,B,0,2,144
160,125.1,130,B,1,2,164
150,131.1,160,B,1,2,158
160,106.7,90,B,1,2,159
160,84.0,130,B,0,2,115
120,100.7,200,B,0,2,118
140,59.8,160,B,1,2,105
140,126.3,130,B,0,2,158
150,41.7,240,B,1,2,87
140,142.5,110,B,0,2,175
140,123.1,200,B,0,2,159
150,143.5,200,B,0,2,177
140,136.1,130,B,0,2,164
140,130.5,240,B,0,2,158
150,67.7,200,B,0,2,108
150,33.6,280,B,0,2,82
140,28.0,160,B,0,2,64
120,104.7,240,B,0,2,130
150,138.5,160,B,1,2,174
150,121.5,200,B,1,2,164
160,52.3,130,B,0,2,91
150,20.7,130,B,0,2,64
150,91.5,160,B,0,2,132
160,137.4,90,B,1,2,168
160,138.0,160,B,0,2,173
140,69.7,160,B,1,2,112
120,98.5,130,B,1,2,129
120,90.5,200,B,0,2,115
140,131.2,160,B,0,2,162
150,74.2,130,B,0,2,113
150,143.6,130,B,0,2,172
140,58.7,130,B,0,2,109
150,59.5,130,B,1,2,108
140,128.4,200,B,1,2,160
150,128.0,130,B,0,2,159
140,63.8,240,B,1,2,103
140,73.9,130,B,0,2,112
140,29.1,130,B,0,2,71
150,126.2,240,B,0,2,163
120,126.2,160,B,1,2,142
140,138.4,90,B,0,2,146
160,137.8,200,B,0,2,163
160,51.6,110,B,0,2,95
140,129.3,280,B,1,2,159
150,51.9,130,B,0,2,86
160,149.0,90,B,0,2,190
150,46.2,160,B,0,2,93
150,126.0,130,B,0,2,161
120,35.6,280,B,0,2,65
120,71.8,280,B,0,2,99
160,93.3,90,B,0,2,132
120,76.3,130,B,1,2,104
140,121.7,130,B,0,2,153
120,97.0,280,B,0,2,117
160,50.1,160,B,1,2,98
160,95.9,110,B,0,2,151
140,58.8,160,B,0,2,96
160,95.1,160,B,0,2,129
160,41.0,160,B,1,2,85
150,59.1,240,B,0,2,102
120,111.0,110,B,1,2,141
140,71.5,90,B,0,2,110
120,92.2,160,B,0,2,121
140,69.9,160,B,0,2,95
140,130.5,130,B,0,2,165
150,90.8,320,B,0,2,124
150,42.9,130,B,0,2,86
150,143.8,90,B,0,2,167
160,128.0,110,B,0,2,162
120,26.7,160,B,1,2,72
150,60.2,160,B,0,2,102
140,114.1,90,B,1,2,136
140,126.2,240,B,0,2,150
120,82.6,200,B,0,2,112
150,80.9,130,B,1,2,122
150,73.6,160,B,1,2,118
120,36.5,110,B,1,2,76
140,67.8,130,B,0,2,91
140,49.1,240,B,1,2,85
140,43.0,240,B,0,2,87
140,144.8,160,B,0,2,172
140,43.8,280,B,0,2,88
140,45.5,280,B,0,2,82
140,111.9,240,B,0,2,137
150,37.1,160,B,0,2,82
140,109.3,200,B,0,2,141
150,79.1,240,B,1,2,117
150,108.9,160,B,1,2,149
140,114.6,200,B,0,2,139
140,74.9,240,B,0,2,109
140,80.8,90,B,0,2,104
140,90.7,200,B,0,2,124
150,121.9,110,B,0,2,160
140,146.9,130,B,1,2,185
150,88.3,160,B,1,2,125
160,81.7,130,B,0,2,120
150,97.8,200,B,0,2,139
140,23.1,240,B,0,2,63
150,41.0,240,B,0,2,81
150,129.4,320,B,0,2,163
140,148.7,90,B,0,2,184
160,20.4,110,B,0,2,72
150,67.7,200,B,0,2,115
160,82.4,110,B,0,2,119
140,28.8,200,B,0,2,80
140,62.3,200,B,0,2,96
150,27.1,200,B,0,2,63
140,61.9,110,B,0,2,116
150,103.3,160,B,0,2,123
120,33.3,160,B,0,2,74
140,66.3,240,B,1,2,103
140,100.4,130,B,1,2,132
140,29.0,200,B,0,2,59
160,100.9,200,B,0,2,134
150,84.9,130,B,0,2,135
120,48.8,130,B,0,2,72
120,61.9,110,B,0,2,92
150,118.0,110,B,0,2,156
140,115.6,200,B,0,2,149
120,96.1,200,B,0,2,113
150,38.8,160,B,1,2,84
120,145.2,240,B,0,2,161
120,20.9,200,B,1,2,68
140,52.2,200,B,0,2,97
140,97.5,240,B,1,2,134
150,132.1,110,B,0,2,157
140,111.3,110,B,0,2,145
150,119.4,160,B,0,2,144
150,81.2,240,B,1,2,116
160,79.8,110,B,0,2,129
150,121.1,240,B,0,2,147
120,40.4,160,B,0,2,75
160,80.3,160,B,1,2,121
140,145.0,200,B,0,2,173
140,58.3,160,B,0,2,96
120,80.8,240,B,1,2,113
120,36.6,130,B,0,2,73
140,115.9,240,B,1,2,155
150,145.8,200,B,0,2,175
160,33.9,90,B,1,2,78
150,74.5,110,B,0,2,112
120,26.5,90,B,0,2,67
140,39.1,200,B,0,2,70
160,141.0,110,B,0,2,176
140,39.1,200,B,0,2,80
150,124.0,200,B,0,2,152
160,123.5,160,B,0,2,167
120,76.5,130,B,0,2,97
140,143.5,160,B,0,2,161
120,103.8,280,B,1,2,132
150,56.3,160,B,1,2,100
120,136.8,160,B,0,2,163
160,148.2,280,B,0,2,173
150,141.8,200,B,0,2,176
120,119.9,90,B,0,2,139
150,106.0,160,B,0,2,142
120,112.3,200,B,0,2,131
150,22.0,110,B,0,2,79
150,105.5,130,B,0,2,144
160,64.9,160,B,1,2,102
120,113.8,240,B,1,2,137
120,96.2,90,B,0,2,126
150,133.3,160,B,1,2,164
120,99.8,90,B,1,2,128
140,65.7,90,B,1,2,115
150,44.8,160,B,0,2,79
140,56.6,280,B,1,2,96
140,148.5,200,B,0,2,165
160,42.1,130,B,0,2,85
140,134.8,200,B,0,2,166
120,132.4,240,B,0,2,152
140,113.2,200,B,0,2,147
120,66.4,90,B,1,2,102
140,23.3,130,B,0,2,55
150,77.5,240,B,0,2,123
140,116.0,200,B,0,2,134
160,93.7,160,B,0,2,134
150,50.7,240,B,1,2,93
150,133.1,90,B,0,2,178
120,109.3,110,B,0,2,133
140,46.4,200,B,0,2,86
150,34.4,110,B,0,2,81
140,34.2,200,B,0,2,76
160,57.9,130,B,0,2,102
150,147.6,160,B,0,2,174
150,56.7,200,B,0,2,103
150,135.5,130,B,0,2,172
160,137.9,110,B,0,2,173
150,87.4,130,B,1,2,128
140,35.4,240,B,1,2,66
150,93.5,90,B,0,2,137
160,76.2,200,B,0,2,107
160,133.2,280,B,0,2,173
120,43.3,160,B,0,2,76
150,78.6,160,B,1,2,120
140,93.8,200,B,0,2,134
140,100.8,90,B,0,2,129
150,100.6,90,B,1,2,136
150,70.9,200,B,0,2,107
150,48.6,160,B,0,2,95
160,64.7,90,B,0,2,108
150,45.5,200,B,0,2,87
150,37.5,160,B,0,2,84
160,127.6,200,B,0,2,169
140,133.0,130,B,0,2,162
160,64.7,240,B,1,2,99
120,48.9,90,B,0,2,90
150,56.3,320,B,0,2,103
140,46.7,160,B,0,2,85
160,96.0,200,B,0,2,140
140,72.4,160,B,0,2,111
140,33.3,160,B,0,2,79
140,115.2,240,B,0,2,132
160,79.4,200,B,0,2,109
140,60.5,90,B,0,2,99
140,70.8,160,B,0,2,109
160,32.7,160,B,0,2,81
150,114.3,200,B,1,2,153
150,55.1,90,B,1,2,100
150,80.6,130,B,0,2,118
160,72.0,200,B,0,2,109
120,104.3,130,B,0,2,133
120,140.7,130,B,0,2,158
160,70.3,240,B,0,2,105
150,42.6,160,B,0,2,82
140,40.8,130,B,0,2,93
120,91.8,160,B,0,2,119
140,93.4,130,B,0,2,141
140,81.1,160,B,1,2,121
140,83.8,200,B,1,2,117
150,76.0,240,B,0,2,128
160,42.8,240,B,0,2,100
160,61.9,160,B,1,2,108
150,57.3,160,B,0,2,80
140,27.3,160,B,0,2,67
140,147.0,130,B,0,2,170
120,78.3,160,B,1,2,118
120,143.1,130,B,0,2,168
150,85.5,90,B,0,2,123
150,41.9,160,B,0,2,89
140,145.9,240,B,0,2,180
120,141.5,200,B,0,2,168
140,69.1,200,B,0,2,107
150,32.6,110,B,0,2,80
120,33.2,130,B,0,2,73
120,46.3,110,B,0,2,88
150,105.6,200,B,0,2,139
140,43.7,130,B,0,2,75
160,58.2,240,B,0,2,97
140,21.9,130,B,0,2,60
120,25.1,130,B,1,2,69
120,111.0,160,B,0,2,134
140,144.2,110,B,0,2,175
150,89.2,320,B,1,2,136
140,81.2,160,B,0,2,112
120,138.1,240,B,1,2,153
120,115.3,130,B,0,2,145
150,129.3,160,B,0,2,149
150,25.7,240,B,0,2,69
160,126.9,280,B,0,2,160
150,39.5,90,B,0,2,82
160,79.4,200,B,0,2,124
140,124.2,110,B,1,2,154
150,61.5,130,B,0,2,100
140,84.7,200,B,0,2,115
150,122.2,130,B,0,2,165
140,116.2,160,B,0,2,146
160,54.2,130,B,0,2,104
140,94.8,110,B,1,2,137
160,53.5,110,B,0,2,111
160,51.4,200,B,0,2,97
120,43.2,110,B,0,2,76
160,27.8,110,B,1,2,85
140,42.6,200,B,0,2,83
140,128.5,130,B,0,2,159
120,20.8,240,B,0,2,53
140,131.5,130,B,1,2,173
120,106.1,90,B,1,2,139
140,25.4,160,B,0,2,59
120,137.5,280,B,1,2,149
150,79.6,160,B,0,2,111
160,50.2,160,B,0,2,96
140,119.4,130,B,0,2,140
150,120.9,110,B,1,2,147
160,39.1,110,B,1,2,93
150,131.2,160,B,1,2,169
120,31.8,130,B,0,2,55
140,26.0,110,B,0,2,65
140,107.2,200,B,1,2,137
140,110.0,160,B,1,2,147
150,137.2,90,B,0,2,171
150,125.3,200,B,0,2,162
120,34.5,280,B,0,2,69
160,95.5,280,B,0,2,138
160,89.9,90,B,1,2,131
160,51.3,130,B,0,2,100
150,58.0,200,B,0,2,101
150,123.9,160,B,1,2,165
160,66.0,130,B,0,2,124
150,109.5,240,B,0,2,137
150,127.0,110,B,1,2,173
120,37.7,90,B,0,2,76
120,39.9,110,B,0,2,65
140,115.2,90,B,0,2,150
140,22.5,90,B,0,2,60
150,115.8,130,B,0,2,142
120,34.0,130,B,0,2,71
120,133.2,320,B,0,2,142
140,33.1,280,B,0,2,80
140,38.5,110,B,1,2,76
150,102.9,130,B,0,2,145
120,40.1,280,B,1,2,69
140,25.6,160,B,0,2,66
120,31.5,160,B,0,2,59
150,90.7,110,B,0,2,127
140,148.8,110,B,0,2,184
120,40.4,110,B,0,2,75
140,123.2,280,B,0,2,151
120,66.1,130,B,0,2,103
120,109.4,110,B,0,2,123
120,53.3,160,B,0,2,81
150,127.7,130,B,1,2,167
140,29.5,160,B,0,2,62
150,44.0,110,B,0,2,101
140,108.9,240,B,0,2,132
160,116.7,320,B,0,2,151
150,122.7,200,B,0,2,160
150,79.1,320,B,1,2,126
140,131.3,160,B,1,2,168
160,69.6,280,B,0,2,114
140,26.4,130,B,1,2,67
120,123.2,160,B,1,2,146
140,101.5,130,B,1,2,140
140,27.2,90,B,0,2,73
140,123.7,240,B,1,2,149
120,140.9,110,B,0,2,178
140,102.4,130,B,0,2,142
150,127.1,160,B,1,2,160
150,42.1,160,B,1,2,90
150,59.1,160,B,0,2,108
150,73.4,200,B,1,2,115
150,136.5,90,B,0,2,175
120,33.2,160,B,1,2,75
120,21.7,240,B,0,2,53
160,133.2,130,B,0,2,172
140,97.4,240,B,1,2,126
120,65.1,130,B,0,2,100
160,125.2,200,B,0,2,158
150,124.7,240,B,0,2,157
150,106.1,240,B,0,2,137
140,148.5,130,B,0,2,166
120,114.8,130,B,0,2,140
120,23.1,240,B,0,2,58
140,102.2,160,B,1,2,143
120,149.0,200,B,0,2,177
140,109.8,320,B,0,2,123
140,22.9,160,B,0,2,63
140,107.3,160,B,0,2,144
140,102.9,160,B,0,2,147
140,39.0,90,B,0,2,87
150,80.5,90,B,0,2,126
140,109.9,200,B,0,2,138
140,135.4,130,B,0,2,168
150,50.8,240,B,0,2,93
150,116.3,160,B,0,2,156
120,95.5,130,B,1,2,123
140,96.2,130,B,0,2,137
140,75.9,130,B,0,2,117
160,55.8,160,B,0,2,100
160,113.7,160,B,1,2,150
160,54.2,280,B,0,2,89
140,149.4,160,B,1,2,179
150,74.1,200,B,1,2,113
150,82.2,130,B,0,2,115
150,96.0,200,B,0,2,123
160,142.1,240,B,0,2,173
140,141.9,320,B,1,2,170
120,52.6,200,B,0,2,75
140,114.9,130,B,0,2,153
120,100.6,200,B,0,2,124
120,37.4,240,B,0,2,65
140,47.2,110,B,0,2,98
120,93.2,280,B,0,2,125
150,80.3,90,B,0,2,111
160,58.0,110,B,0,2,104
160,68.0,160,B,0,2,114
120,120.0,130,B,0,2,140
140,136.4,320,B,1,2,164
140,54.7,110,B,0,2,90
160,109.9,130,B,1,2,142
120,128.8,160,B,0,2,144
140,22.6,90,B,0,2,74
140,149.9,130,B,1,2,169
160,32.1,240,B,0,2,68
140,137.3,240,B,1,2,170
160,139.4,110,B,0,2,174
140,136.4,110,B,0,3,159
120,40.8,200,B,0,3,77
120,43.7,200,B,0,3,69
120,89.1,160,B,1,3,124
160,46.7,110,B,1,3,84
150,59.1,130,B,1,3,94
140,50.4,90,B,0,3,83
140,149.4,240,B,1,3,162
140,89.5,160,B,0,3,119
120,139.7,160,B,0,3,161
160,42.4,160,B,1,3,91
150,25.2,280,B,1,3,70
160,147.8,200,B,0,3,167
140,148.0,200,B,0,3,166
140,60.5,160,B,0,3,96
140,56.9,130,B,0,3,95
120,144.0,240,B,0,3,160
140,114.4,200,B,1,3,144
120,127.2,240,B,1,3,144
120,55.8,160,B,0,3,91
150,90.5,240,B,0,3,119
150,118.0,240,B,1,3,136
120,23.7,110,B,0,3,66
140,47.3,280,B,0,3,82
160,110.6,240,B,0,3,138
140,92.1,280,B,1,3,112
140,131.3,280,B,1,3,149
120,69.6,160,B,0,3,92
140,65.8,240,B,1,3,100
120,132.1,200,B,0,3,137
140,76.2,160,B,0,3,105
140,111.8,200,B,0,3,137
140,59.9,90,B,1,3,102
140,43.3,130,B,1,3,78
120,80.7,130,B,1,3,105
150,45.4,160,B,0,3,90
150,31.6,110,B,1,3,76
140,75.0,130,B,1,3,102
120,88.1,160,B,0,3,104
150,93.3,160,B,1,3,118
160,49.9,130,B,0,3,99
150,30.4,110,B,1,3,77
140,113.2,280,B,0,3,140
150,85.4,130,B,1,3,120
120,41.8,200,B,0,3,72
150,22.0,160,B,1,3,65
150,78.8,130,B,0,3,106
140,136.9,90,B,1,3,154
140,131.7,200,B,1,3,145
160,45.2,240,B,0,3,88
140,139.5,200,B,0,3,159
150,28.5,110,B,0,3,69
150,106.1,280,B,0,3,130
140,26.6,280,B,1,3,60
150,126.3,110,B,1,3,158
150,147.1,90,B,0,3,177
140,29.6,110,B,1,3,68
120,111.4,110,B,1,3,124
140,129.9,160,B,0,3,150
140,133.4,160,B,0,3,156
150,64.8,320,B,1,3,109
150,145.4,200,B,0,3,160
140,60.7,160,B,0,3,89
160,113.6,280,B,0,3,139
150,26.1,90,B,0,3,73
140,35.7,90,B,1,3,75
120,39.9,130,B,0,3,65
140,23.5,130,B,0,3,61
140,80.0,200,B,0,3,118
160,139.4,130,B,0,3,170
140,46.8,320,B,1,3,77
140,29.1,200,B,0,3,64
140,56.5,280,B,0,3,90
150,83.5,90,B,0,3,121
120,108.9,200,B,0,3,130
150,81.6,160,B,0,3,116
140,110.9,130,B,0,3,136
150,59.9,160,B,1,3,97
150,36.5,160,B,0,3,77
150,95.2,90,B,1,3,130
140,86.5,160,B,0,3,110
140,51.7,240,B,1,3,88
150,47.5,240,B,0,3,82
120,27.3,160,B,0,3,56
120,59.0,130,B,1,3,76
150,127.0,160,B,0,3,154
140,106.9,200,B,1,3,126
160,83.9,90,B,0,3,124
140,82.7,240,B,0,3,117
140,46.3,130,B,0,3,86
140,139.2,280,B,1,3,158
140,90.7,280,B,0,3,106
140,51.1,200,B,0,3,89
160,68.7,160,B,1,3,101
140,82.9,110,B,0,3,119
150,64.9,240,B,0,3,109
120,92.5,160,B,0,3,107
140,98.9,110,B,0,3,125
140,42.3,160,B,0,3,66
140,91.9,130,B,1,3,126
140,62.3,130,B,1,3,102
140,51.3,110,B,0,3,90
150,81.8,280,B,0,3,109
140,146.4,160,B,0,3,163
150,73.2,240,B,1,3,113
120,80.5,240,B,0,3,105
150,39.5,160,B,1,3,85
150,119.6,90,B,1,3,145
160,143.8,200,B,1,3,172
140,134.7,200,B,1,3,157
120,42.4,160,B,0,3,69
140,103.3,110,B,0,3,127
140,60.6,200,B,0,3,91
140,116.0,130,B,0,3,135
120,83.4,160,B,0,3,106
140,22.5,90,B,1,3,81
120,130.8,240,B,0,3,145
160,59.5,280,B,0,3,86
140,38.8,280,B,0,3,72
140,32.5,240,B,1,3,69
120,24.4,110,B,0,3,60
140,111.1,200,B,0,3,127
120,73.5,200,B,0,3,100
150,54.2,90,B,0,3,85
160,107.1,200,B,0,3,140
120,52.1,130,B,0,3,81
120,108.5,280,B,0,3,124
150,99.1,240,B,1,3,132
140,140.2,110,B,0,3,167
140,52.7,160,B,0,3,96
140,54.8,320,B,0,3,86
120,97.8,240,B,0,3,106
150,88.9,130,B,0,3,122
120,71.2,240,B,0,3,99
120,131.0,90,B,0,3,138
120,113.7,240,B,0,3,135
150,79.7,110,B,1,3,122
150,84.7,90,B,1,3,113
120,38.1,110,B,0,3,73
140,96.1,130,B,1,3,128
140,68.4,280,B,0,3,100
120,85.4,160,B,0,3,102
120,81.9,240,B,1,3,104
120,146.0,160,B,1,3,152
150,135.2,200,B,1,3,158
140,117.2,160,B,0,3,140
140,55.8,110,B,0,3,93
140,121.1,320,B,1,3,146
140,94.6,110,B,1,3,128
150,76.4,240,B,0,3,109
140,118.8,160,B,0,3,143
150,133.4,160,B,0,3,172
160,93.9,130,B,1,3,127
140,42.5,200,B,0,3,88
120,149.8,160,B,0,3,159
150,36.6,200,B,0,3,80
150,137.2,160,B,0,3,161
150,63.4,160,B,1,3,105
120,116.3,160,B,0,3,139
150,85.3,240,B,0,3,118
150,21.8,130,B,0,3,68
120,112.4,130,B,0,3,128
140,123.6,160,B,0,3,144
140,131.5,160,B,1,3,149
120,47.5,160,B,1,3,76
120,92.3,240,B,0,3,123
150,131.4,320,B,0,3,155
120,93.7,280,B,0,3,119
150,141.5,200,B,0,3,167
150,43.8,200,B,0,3,75
140,126.2,200,B,0,3,142
150,32.8,160,B,0,3,76
120,83.2,130,B,0,3,96
160,67.8,90,B,1,3,112
120,70.8,200,B,1,3,88
140,41.4,160,B,0,3,76
140,54.2,90,B,0,3,92
150,55.0,160,B,1,3,96
120,94.7,200,B,1,3,120
120,118.6,200,B,0,3,134
140,80.5,200,B,0,3,108
150,64.3,160,B,0,3,103
120,107.1,240,B,1,3,139
120,25.0,240,B,0,3,62
160,34.6,160,B,0,3,67
140,63.8,280,B,1,3,98
140,33.4,90,B,1,3,78
120,69.9,130,B,0,3,97
120,72.3,90,B,0,3,104
150,51.1,240,B,1,3,88
140,79.4,110,B,0,3,118
160,48.9,240,B,0,3,86
150,128.6,130,B,0,3,150
140,59.2,160,B,0,3,100
150,97.5,200,B,1,3,125
140,80.3,200,B,0,3,114
120,30.6,320,B,0,3,58
150,105.1,130,B,0,3,138
140,58.2,90,B,0,3,109
140,102.7,200,B,0,3,121
150,67.6,90,B,0,3,104
150,33.4,160,B,0,3,82
160,106.5,200,B,0,3,143
150,106.5,280,B,0,3,136
140,85.3,110,B,0,3,119
140,136.4,320,B,1,3,159
150,110.9,200,B,0,3,148
140,56.5,90,B,0,3,85
140,84.2,320,B,1,3,113
150,41.4,160,B,0,3,78
140,112.8,160,B,1,3,137
140,88.8,130,B,0,3,123
120,57.3,280,B,0,3,98
120,84.8,320,B,0,3,106
120,81.9,200,B,0,3,111
150,139.0,110,B,0,3,163
140,23.5,160,B,1,3,62
160,35.6,240,B,0,3,83
120,101.1,240,B,0,3,113
140,20.3,90,B,1,3,63
140,149.1,130,B,1,3,167
160,104.2,160,B,0,3,139
150,28.2,160,B,1,3,69
140,51.3,200,B,1,3,82
140,21.3,90,B,0,3,66
120,27.6,200,B,0,3,65
150,42.1,280,B,1,3,79
160,99.3,110,B,0,3,131
150,146.2,200,B,0,3,167
140,42.7,90,B,1,3,74
150,88.1,280,B,0,3,126
120,57.9,110,B,0,3,79
150,74.7,110,B,0,3,110
140,130.0,90,B,0,3,159
160,23.5,240,B,0,3,71
140,27.6,200,B,0,3,61
120,83.4,240,B,1,3,110
140,60.4,240,B,0,3,90
150,65.1,130,B,0,3,98
150,60.6,160,B,1,3,96
120,86.2,130,B,0,3,112
140,60.6,130,B,1,3,97
150,83.6,130,B,0,3,116
120,39.4,280,B,1,3,58
140,143.1,160,B,0,3,169
120,78.3,240,B,1,3,105
150,96.6,160,B,1,3,128
140,141.8,280,B,0,3,162
150,83.8,200,B,0,3,110
120,39.6,90,B,0,3,71
120,31.7,160,B,1,3,75
150,105.3,200,B,1,3,128
140,108.7,160,B,1,3,130
120,100.8,130,B,0,3,130
140,52.4,110,B,0,3,85
140,122.8,130,B,0,3,141
120,127.9,130,B,0,3,141
140,147.2,160,B,1,3,162
150,108.2,90,B,1,3,136
160,107.1,110,B,0,3,150
150,142.1,130,B,0,3,165
140,59.7,160,B,0,3,84
150,128.1,240,B,0,3,155
140,133.1,320,B,1,3,150
140,95.8,200,B,0,3,116
140,33.7,160,B,0,3,67
160,30.1,110,B,0,3,76
140,136.1,130,B,1,3,149
150,34.9,240,B,1,3,80
160,74.5,130,B,0,3,115
140,82.1,160,B,1,3,127
150,135.2,200,B,0,3,157
140,84.8,200,B,0,3,110
